"Observation"	"Variable"	"Group"	"Measurement"
"observation03"	702	"Control"	10.3357427612853
"observation04"	702	"Control"	9.46337330623665
"observation05"	702	"Control"	10.4794653513626
"observation06"	702	"Control"	10.3488113335961
"observation07"	702	"Control"	9.34351740134645
"observation08"	702	"Treatment"	9.42038357728875
"observation09"	702	"Treatment"	10.0746615053682
"observation10"	702	"Treatment"	8.77199267958736
"observation11"	702	"Treatment"	9.11039423771981
"observation12"	702	"Treatment"	9.2801316879619
"observation13"	702	"Treatment"	9.85487060093278
"observation14"	702	"Treatment"	10.050637939174
"observation01"	703	"Control"	6.00547348579927
"observation02"	703	"Control"	6.31516592439083
"observation03"	703	"Control"	6.01132987564318
"observation04"	703	"Control"	6.45114417285221
"observation05"	703	"Control"	5.77287884837189
"observation06"	703	"Control"	5.6625217894809
"observation07"	703	"Control"	6.46116712327996
"observation08"	703	"Treatment"	5.58819284195762
"observation09"	703	"Treatment"	6.05685961222641
"observation10"	703	"Treatment"	5.80655324453935
"observation11"	703	"Treatment"	6.46705150897882
"observation12"	703	"Treatment"	6.18855717983138
"observation13"	703	"Treatment"	5.7914166546892
"observation14"	703	"Treatment"	5.99809209205941
"observation01"	704	"Control"	8.49658201333783
"observation02"	704	"Control"	8.35425111702794
"observation03"	704	"Control"	7.53769983671648
"observation04"	704	"Control"	7.6405696900238
"observation05"	704	"Control"	8.56574191885115
"observation06"	704	"Control"	8.41352180032547
"observation07"	704	"Control"	7.89900836502621
"observation08"	704	"Treatment"	8.91049643230523
"observation09"	704	"Treatment"	8.25499835024329
"observation10"	704	"Treatment"	8.3298564255136
"observation11"	704	"Treatment"	8.44866569804081
"observation12"	704	"Treatment"	8.75668211079087
"observation13"	704	"Treatment"	7.92634962244009
"observation14"	704	"Treatment"	8.20558375839781
"observation01"	705	"Control"	8.28103501694927
"observation02"	705	"Control"	7.70133299601162
"observation03"	705	"Control"	8.83600505549512
"observation04"	705	"Control"	8.1986375169159
"observation05"	705	"Control"	8.51834687532818
"observation06"	705	"Control"	8.29472912968805
"observation07"	705	"Control"	7.94374390294072
"observation08"	705	"Treatment"	7.92899718157051
"observation09"	705	"Treatment"	8.18599000845249
"observation10"	705	"Treatment"	8.53594660103401
"observation11"	705	"Treatment"	8.87747752171934
"observation12"	705	"Treatment"	7.73575626565648
"observation13"	705	"Treatment"	7.65246642770857
"observation14"	705	"Treatment"	7.84795111068643
"observation01"	706	"Control"	11.2947444664529
"observation02"	706	"Control"	10.7116077799164
"observation03"	706	"Control"	10.5618597084661
"observation04"	706	"Control"	10.8801385022561
"observation05"	706	"Control"	10.9484696250237
"observation06"	706	"Control"	10.6145173729756
"observation07"	706	"Control"	11.2887521399407
"observation08"	706	"Treatment"	10.6066285258962
"observation09"	706	"Treatment"	10.9637492893376
"observation10"	706	"Treatment"	10.2746156954668
"observation11"	706	"Treatment"	10.0624785283971
"observation12"	706	"Treatment"	10.8702436860067
"observation13"	706	"Treatment"	11.0542287928298
"observation14"	706	"Treatment"	11.1124166701766
"observation01"	707	"Control"	5.51888120072778
"observation02"	707	"Control"	5.04684582457586
"observation03"	707	"Control"	5.69542671343401
"observation04"	707	"Control"	5.90460894655093
"observation05"	707	"Control"	5.77414094915428
"observation06"	707	"Control"	5.52893892900345
"observation07"	707	"Control"	5.13294932265136
"observation08"	707	"Treatment"	5.5508345577169
"observation09"	707	"Treatment"	5.3888069938499
"observation10"	707	"Treatment"	4.88433097185182
"observation11"	707	"Treatment"	5.48948552160558
"observation12"	707	"Treatment"	6.39549032945016
"observation13"	707	"Treatment"	6.18033938722295
"observation14"	707	"Treatment"	5.64980960579883
"observation01"	708	"Control"	11.2393404034235
"observation02"	708	"Control"	11.6256699356276
"observation03"	708	"Control"	11.5915210356413
"observation04"	708	"Control"	10.977911075504
"observation05"	708	"Control"	12.1724165950908
"observation06"	708	"Control"	11.2338553178161
"observation07"	708	"Control"	10.993921124172
"observation08"	708	"Treatment"	11.978567402701
"observation09"	708	"Treatment"	10.7541298635167
"observation10"	708	"Treatment"	11.2120066679639
"observation11"	708	"Treatment"	11.7691780938911
"observation12"	708	"Treatment"	11.9668331890434
"observation13"	708	"Treatment"	11.5176756521643
"observation14"	708	"Treatment"	11.3905046709463
"observation01"	709	"Control"	6.94002145221258
"observation02"	709	"Control"	6.78959899207744
"observation03"	709	"Control"	6.99841161557739
"observation04"	709	"Control"	7.39310400122522
"observation05"	709	"Control"	6.39779095973481
"observation06"	709	"Control"	7.53849841569989
"observation07"	709	"Control"	7.27872782466324
"observation08"	709	"Treatment"	6.77030437802683
"observation09"	709	"Treatment"	7.58116580236962
"observation10"	709	"Treatment"	6.94066358501857
"observation11"	709	"Treatment"	5.76215435371835
"observation12"	709	"Treatment"	7.35619215764877
"observation13"	709	"Treatment"	7.35698492058528
"observation14"	709	"Treatment"	7.26959487451068
"observation01"	710	"Control"	7.15628639534693
"observation02"	710	"Control"	7.60441976654083
"observation03"	710	"Control"	7.16477854286883
"observation04"	710	"Control"	8.0100039261016
"observation05"	710	"Control"	5.89944699359399
"observation06"	710	"Control"	6.96082906647242
"observation07"	710	"Control"	6.56142760086666
"observation08"	710	"Treatment"	6.00279033093605
"observation09"	710	"Treatment"	6.69649209762226
"observation10"	710	"Treatment"	6.89455067898234
"observation11"	710	"Treatment"	7.29974957047189
"observation12"	710	"Treatment"	7.48524370100765
"observation13"	710	"Treatment"	6.4627803167935
"observation14"	710	"Treatment"	6.70087596574545
"observation01"	711	"Control"	9.00489593384118
"observation02"	711	"Control"	8.67121927505021
"observation03"	711	"Control"	8.79603706746685
"observation04"	711	"Control"	8.34843857754127
"observation05"	711	"Control"	9.36855458314712
"observation06"	711	"Control"	9.28774241223405
"observation07"	711	"Control"	9.79669173654626
"observation08"	711	"Treatment"	9.43584993915448
"observation09"	711	"Treatment"	8.52788908176225
"observation10"	711	"Treatment"	9.05786216493937
"observation11"	711	"Treatment"	9.35636142017162
"observation12"	711	"Treatment"	9.63054612603306
"observation13"	711	"Treatment"	8.36081156943023
"observation14"	711	"Treatment"	8.85156828372039
"observation01"	712	"Control"	7.2008866451413
"observation02"	712	"Control"	7.83176262794321
"observation03"	712	"Control"	8.23084671686894
"observation04"	712	"Control"	7.49747488073552
"observation05"	712	"Control"	8.24428855067208
"observation06"	712	"Control"	7.08097026343608
"observation07"	712	"Control"	8.0074326848447
"observation08"	712	"Treatment"	8.22816600387388
"observation09"	712	"Treatment"	6.66881569508137
"observation10"	712	"Treatment"	7.99359555609193
"observation11"	712	"Treatment"	7.77093703282692
"observation12"	712	"Treatment"	8.0015914010885
"observation13"	712	"Treatment"	7.71007893705379
"observation14"	712	"Treatment"	7.37866384692678
"observation01"	713	"Control"	15.5299566403842
"observation02"	713	"Control"	16.1185507931703
"observation03"	713	"Control"	15.4783634928124
"observation04"	713	"Control"	15.6871869233425
"observation05"	713	"Control"	16.3846934666448
"observation06"	713	"Control"	16.0408717195923
"observation07"	713	"Control"	14.4946862271765
"observation08"	713	"Treatment"	14.8364038320798
"observation09"	713	"Treatment"	15.0938764567586
"observation10"	713	"Treatment"	16.1341066220364
"observation11"	713	"Treatment"	15.0249334991687
"observation12"	713	"Treatment"	15.9981938073774
"observation13"	713	"Treatment"	15.9763784083405
"observation14"	713	"Treatment"	15.6787705634093
"observation01"	714	"Control"	9.22715082760221
"observation02"	714	"Control"	10.1805033749722
"observation03"	714	"Control"	8.66722285020773
"observation04"	714	"Control"	9.47082378369815
"observation05"	714	"Control"	9.36696610117707
"observation06"	714	"Control"	9.61827457433468
"observation07"	714	"Control"	8.82459838672266
"observation08"	714	"Treatment"	8.90176028073095
"observation09"	714	"Treatment"	8.44958068573287
"observation10"	714	"Treatment"	9.0313808503568
"observation11"	714	"Treatment"	8.88754548840639
"observation12"	714	"Treatment"	8.86825451139259
"observation13"	714	"Treatment"	9.87936094112579
"observation14"	714	"Treatment"	8.72626901778886
"observation01"	715	"Control"	8.13403099261642
"observation02"	715	"Control"	9.02551286842214
"observation03"	715	"Control"	9.16726554728486
"observation04"	715	"Control"	9.29182385124512
"observation05"	715	"Control"	8.69670230601035
"observation06"	715	"Control"	8.6989918343211
"observation07"	715	"Control"	9.31933318821226
"observation08"	715	"Treatment"	7.80557939124625
"observation09"	715	"Treatment"	9.65428451826005
"observation10"	715	"Treatment"	10.3366099775247
"observation11"	715	"Treatment"	8.35393209252084
"observation12"	715	"Treatment"	9.43480826803058
"observation13"	715	"Treatment"	8.25873591130529
"observation14"	715	"Treatment"	8.78068204896717
"observation01"	716	"Control"	11.9117169486415
"observation02"	716	"Control"	12.1983732259415
"observation03"	716	"Control"	11.1308930654117
"observation04"	716	"Control"	12.1988372472241
"observation05"	716	"Control"	12.5633997455823
"observation06"	716	"Control"	12.8160337014323
"observation07"	716	"Control"	12.2762665005194
"observation08"	716	"Treatment"	12.472355739103
"observation09"	716	"Treatment"	12.0675545181389
"observation10"	716	"Treatment"	11.858309284569
"observation11"	716	"Treatment"	12.1549535593774
"observation12"	716	"Treatment"	12.1779723974619
"observation13"	716	"Treatment"	11.9774725894528
"observation14"	716	"Treatment"	12.4971698578271
"observation01"	717	"Control"	8.95362032811667
"observation02"	717	"Control"	7.87827738088063
"observation03"	717	"Control"	7.98406920144812
"observation04"	717	"Control"	8.70081566127849
"observation05"	717	"Control"	8.64254810735487
"observation06"	717	"Control"	7.22418400253282
"observation07"	717	"Control"	8.82924470801587
"observation08"	717	"Treatment"	9.02762671624885
"observation09"	717	"Treatment"	8.72417324224587
"observation10"	717	"Treatment"	8.4749128748141
"observation11"	717	"Treatment"	8.14465361845684
"observation12"	717	"Treatment"	8.88309500319402
"observation13"	717	"Treatment"	8.58524780918322
"observation14"	717	"Treatment"	9.04626143916868
"observation01"	718	"Control"	8.87496823309812
"observation02"	718	"Control"	7.70764173699793
"observation03"	718	"Control"	9.70224496935909
"observation04"	718	"Control"	8.56038820713361
"observation05"	718	"Control"	8.55748636276925
"observation06"	718	"Control"	8.89583996789493
"observation07"	718	"Control"	9.40441017412264
"observation08"	718	"Treatment"	8.76975319264042
"observation09"	718	"Treatment"	9.38281813594584
"observation10"	718	"Treatment"	8.3412221404836
"observation11"	718	"Treatment"	8.74374243425882
"observation12"	718	"Treatment"	9.42722780838839
"observation13"	718	"Treatment"	8.71881244014729
"observation14"	718	"Treatment"	8.8693117493444
"observation01"	719	"Control"	6.06882499310964
"observation02"	719	"Control"	5.10601363845491
"observation03"	719	"Control"	5.93951218306592
"observation04"	719	"Control"	5.54996051606306
"observation05"	719	"Control"	5.8892375360017
"observation06"	719	"Control"	5.51574485299668
"observation07"	719	"Control"	6.06809767465784
"observation08"	719	"Treatment"	4.85062829724616
"observation09"	719	"Treatment"	6.16498357959362
"observation10"	719	"Treatment"	6.63704083291081
"observation11"	719	"Treatment"	6.06497037395896
"observation12"	719	"Treatment"	6.38320050714735
"observation13"	719	"Treatment"	5.99152354449159
"observation14"	719	"Treatment"	6.35171084844397
"observation01"	720	"Control"	5.18055048526491
"observation02"	720	"Control"	3.43412455990378
"observation03"	720	"Control"	4.63823867691516
"observation04"	720	"Control"	3.82348048934539
"observation05"	720	"Control"	4.00383697515304
"observation06"	720	"Control"	4.51949092085271
"observation07"	720	"Control"	4.69172125976922
"observation08"	720	"Treatment"	4.55656301740184
"observation09"	720	"Treatment"	3.9939144368344
"observation10"	720	"Treatment"	3.42940878667877
"observation11"	720	"Treatment"	4.4841375618574
"observation12"	720	"Treatment"	4.06000876577787
"observation13"	720	"Treatment"	4.26079200346609
"observation14"	720	"Treatment"	3.79535044969786
"observation01"	721	"Control"	5.76969207350886
"observation02"	721	"Control"	6.36429261058598
"observation03"	721	"Control"	5.62088774344209
"observation04"	721	"Control"	6.2709448302873
"observation05"	721	"Control"	6.02809194946195
"observation06"	721	"Control"	5.75504638085475
"observation07"	721	"Control"	5.03010555140636
"observation08"	721	"Treatment"	5.46398385162293
"observation09"	721	"Treatment"	5.98118063249399
"observation10"	721	"Treatment"	5.35719867872012
"observation11"	721	"Treatment"	5.44260439008087
"observation12"	721	"Treatment"	6.17045018508346
"observation13"	721	"Treatment"	6.15616653786068
"observation14"	721	"Treatment"	6.15672138553234
"observation01"	722	"Control"	8.48621495702777
"observation02"	722	"Control"	9.14944672264165
"observation03"	722	"Control"	8.45494838221821
"observation04"	722	"Control"	8.60283258145616
"observation05"	722	"Control"	8.75715756479976
"observation06"	722	"Control"	9.41718213882666
"observation07"	722	"Control"	9.03321833937289
"observation08"	722	"Treatment"	9.23114783548941
"observation09"	722	"Treatment"	9.1154091688511
"observation10"	722	"Treatment"	9.20922324395277
"observation11"	722	"Treatment"	9.02682122838163
"observation12"	722	"Treatment"	8.9511856203499
"observation13"	722	"Treatment"	9.42141786466
"observation14"	722	"Treatment"	8.68276406568885
"observation01"	723	"Control"	5.99879401003971
"observation02"	723	"Control"	6.28025648507706
"observation03"	723	"Control"	5.92902219324988
"observation04"	723	"Control"	5.82333860921585
"observation05"	723	"Control"	6.38608975361419
"observation06"	723	"Control"	6.22898901495244
"observation07"	723	"Control"	6.27143929659409
"observation08"	723	"Treatment"	5.93933045743635
"observation09"	723	"Treatment"	5.59713250762109
"observation10"	723	"Treatment"	5.67095933058796
"observation11"	723	"Treatment"	5.04097312083377
"observation12"	723	"Treatment"	5.82339140620785
"observation13"	723	"Treatment"	6.69011000543732
"observation14"	723	"Treatment"	5.88955697112629
"observation01"	724	"Control"	11.3413116313846
"observation02"	724	"Control"	10.7013015128449
"observation03"	724	"Control"	11.3207501936312
"observation04"	724	"Control"	10.9375364780302
"observation05"	724	"Control"	11.9161370314919
"observation06"	724	"Control"	11.0032573554768
"observation07"	724	"Control"	11.6030058249392
"observation08"	724	"Treatment"	11.2951696185689
"observation09"	724	"Treatment"	11.3067748442556
"observation10"	724	"Treatment"	10.3345066336678
"observation11"	724	"Treatment"	10.8069618814611
"observation12"	724	"Treatment"	11.7791952693121
"observation13"	724	"Treatment"	11.4738760291974
"observation14"	724	"Treatment"	11.5801654843722
"observation01"	725	"Control"	11.0161763208893
"observation02"	725	"Control"	12.0203414023314
"observation03"	725	"Control"	11.1975459983285
"observation04"	725	"Control"	12.2208565614555
"observation05"	725	"Control"	11.9421967506502
"observation06"	725	"Control"	11.3334244789543
"observation07"	725	"Control"	10.9051099472922
"observation08"	725	"Treatment"	12.1838620300326
"observation09"	725	"Treatment"	11.2407599236608
"observation10"	725	"Treatment"	11.6019967687714
"observation11"	725	"Treatment"	11.1052358719418
"observation12"	725	"Treatment"	10.8986411198812
"observation13"	725	"Treatment"	11.590653913059
"observation14"	725	"Treatment"	12.179426450396
"observation01"	726	"Control"	9.74655727707042
"observation02"	726	"Control"	9.31481769619573
"observation03"	726	"Control"	9.50490219471141
"observation04"	726	"Control"	9.29890117310414
"observation05"	726	"Control"	8.967604480484
"observation06"	726	"Control"	9.72298398008391
"observation07"	726	"Control"	9.03387608369975
"observation08"	726	"Treatment"	8.91534269479522
"observation09"	726	"Treatment"	9.88861559703283
"observation10"	726	"Treatment"	8.941338307149
"observation11"	726	"Treatment"	9.6918955046057
"observation12"	726	"Treatment"	8.88546867892012
"observation13"	726	"Treatment"	8.88257781546404
"observation14"	726	"Treatment"	8.75841145020653
"observation01"	727	"Control"	7.55741971048326
"observation02"	727	"Control"	7.07650107065278
"observation03"	727	"Control"	8.10793520000688
"observation04"	727	"Control"	7.63057636256061
"observation05"	727	"Control"	8.79755715518547
"observation06"	727	"Control"	7.93536769483475
"observation07"	727	"Control"	7.08403007373552
"observation08"	727	"Treatment"	7.99462431716778
"observation09"	727	"Treatment"	8.01961810016876
"observation10"	727	"Treatment"	7.54900993450062
"observation11"	727	"Treatment"	8.66399197343384
"observation12"	727	"Treatment"	8.65467052499569
"observation13"	727	"Treatment"	7.34922195800141
"observation14"	727	"Treatment"	7.23249458571803
"observation01"	728	"Control"	5.39484070664482
"observation02"	728	"Control"	5.12125131545761
"observation03"	728	"Control"	4.86130103565191
"observation04"	728	"Control"	5.25413490542241
"observation05"	728	"Control"	5.69707720196107
"observation06"	728	"Control"	5.14314217231677
"observation07"	728	"Control"	6.05203706999876
"observation08"	728	"Treatment"	4.79871202371828
"observation09"	728	"Treatment"	4.25073955251505
"observation10"	728	"Treatment"	5.34966907403198
"observation11"	728	"Treatment"	5.84633077106698
"observation12"	728	"Treatment"	5.07059959193468
"observation13"	728	"Treatment"	5.04607231068433
"observation14"	728	"Treatment"	5.70245516548087
"observation01"	729	"Control"	7.15630090889779
"observation02"	729	"Control"	7.78069849697995
"observation03"	729	"Control"	7.58482438973025
"observation04"	729	"Control"	7.84922700617767
"observation05"	729	"Control"	8.44443296323942
"observation06"	729	"Control"	7.17575404510147
"observation07"	729	"Control"	7.52073264969592
"observation08"	729	"Treatment"	7.86207051299285
"observation09"	729	"Treatment"	8.29378594919571
"observation10"	729	"Treatment"	8.02964908044595
"observation11"	729	"Treatment"	8.61931608662196
"observation12"	729	"Treatment"	7.6999674044965
"observation13"	729	"Treatment"	7.60325412713196
"observation14"	729	"Treatment"	7.51483512905776
"observation01"	730	"Control"	11.2521988174373
"observation02"	730	"Control"	10.2874789222714
"observation03"	730	"Control"	10.8139074060867
"observation04"	730	"Control"	11.5965751805267
"observation05"	730	"Control"	10.4819423604264
"observation06"	730	"Control"	11.1269595669294
"observation07"	730	"Control"	10.9437530213078
"observation08"	730	"Treatment"	11.9018705909572
"observation09"	730	"Treatment"	10.9483014566467
"observation10"	730	"Treatment"	10.6388700678523
"observation11"	730	"Treatment"	10.944315862812
"observation12"	730	"Treatment"	11.2120040153033
"observation13"	730	"Treatment"	11.1768831102053
"observation14"	730	"Treatment"	11.2456105442733
"observation01"	731	"Control"	13.3046943973035
"observation02"	731	"Control"	13.4781790558693
"observation03"	731	"Control"	14.3955951438338
"observation04"	731	"Control"	13.9663685359884
"observation05"	731	"Control"	12.6957800185824
"observation06"	731	"Control"	13.2848026112077
"observation07"	731	"Control"	13.2577093541303
"observation08"	731	"Treatment"	13.7223498745608
"observation09"	731	"Treatment"	13.1340970685976
"observation10"	731	"Treatment"	13.5772475787334
"observation11"	731	"Treatment"	12.9420964398341
"observation12"	731	"Treatment"	13.2176025296601
"observation13"	731	"Treatment"	14.1084729028735
"observation14"	731	"Treatment"	13.8027096373919
"observation01"	732	"Control"	10.583927834105
"observation02"	732	"Control"	11.0799025996758
"observation03"	732	"Control"	10.2344230807498
"observation04"	732	"Control"	9.80754720175059
"observation05"	732	"Control"	11.0050638667222
"observation06"	732	"Control"	10.0392222484062
"observation07"	732	"Control"	9.98354515808266
"observation08"	732	"Treatment"	11.087660637555
"observation09"	732	"Treatment"	9.99412334565779
"observation10"	732	"Treatment"	10.593472202271
"observation11"	732	"Treatment"	10.3015812975039
"observation12"	732	"Treatment"	10.1812650728623
"observation13"	732	"Treatment"	10.4666731571565
"observation14"	732	"Treatment"	10.4006634439824
"observation01"	733	"Control"	6.21503295527621
"observation02"	733	"Control"	5.49312214639865
"observation03"	733	"Control"	5.67952623251503
"observation04"	733	"Control"	5.91357836034461
"observation05"	733	"Control"	5.99162741551288
"observation06"	733	"Control"	6.09833509884837
"observation07"	733	"Control"	6.0841485615168
"observation08"	733	"Treatment"	5.29685961654416
"observation09"	733	"Treatment"	5.74386359863871
"observation10"	733	"Treatment"	6.20331694474382
"observation11"	733	"Treatment"	5.73987036012239
"observation12"	733	"Treatment"	5.94269700028065
"observation13"	733	"Treatment"	5.04502288763434
"observation14"	733	"Treatment"	6.46919608808234
"observation01"	734	"Control"	14.6745186904692
"observation02"	734	"Control"	14.8299303544966
"observation03"	734	"Control"	15.1231622738631
"observation04"	734	"Control"	14.611707225473
"observation05"	734	"Control"	15.4302412848028
"observation06"	734	"Control"	14.5208012900496
"observation07"	734	"Control"	14.5371466867661
"observation08"	734	"Treatment"	15.3516435081564
"observation09"	734	"Treatment"	15.0197230945647
"observation10"	734	"Treatment"	14.7525682335227
"observation11"	734	"Treatment"	14.0070434355038
"observation12"	734	"Treatment"	15.0953547736802
"observation13"	734	"Treatment"	15.2506943610674
"observation14"	734	"Treatment"	14.5109484019428
"observation01"	735	"Control"	12.5545769378144
"observation02"	735	"Control"	11.9636192382845
"observation03"	735	"Control"	11.858954733251
"observation04"	735	"Control"	13.1178135423565
"observation05"	735	"Control"	12.7006007118839
"observation06"	735	"Control"	12.5149228946466
"observation07"	735	"Control"	12.313495339074
"observation08"	735	"Treatment"	11.6050265183455
"observation09"	735	"Treatment"	12.2766158346712
"observation10"	735	"Treatment"	12.3283746330185
"observation11"	735	"Treatment"	12.4219083648001
"observation12"	735	"Treatment"	12.2321760001942
"observation13"	735	"Treatment"	11.6263717888523
"observation14"	735	"Treatment"	12.3168205700673
"observation01"	736	"Control"	9.77134743968963
"observation02"	736	"Control"	9.58608341035843
"observation03"	736	"Control"	8.92404317261393
"observation04"	736	"Control"	9.06115638981952
"observation05"	736	"Control"	8.53361148573446
"observation06"	736	"Control"	9.5310894206651
"observation07"	736	"Control"	10.077043347337
"observation08"	736	"Treatment"	9.05010669953491
"observation09"	736	"Treatment"	9.52183540508915
"observation10"	736	"Treatment"	9.90029419950636
"observation11"	736	"Treatment"	9.62312078379501
"observation12"	736	"Treatment"	9.52531205667234
"observation13"	736	"Treatment"	10.0164713153706
"observation14"	736	"Treatment"	9.20094792068227
"observation01"	737	"Control"	4.27726100198351
"observation02"	737	"Control"	4.34103468358307
"observation03"	737	"Control"	4.03620268830467
"observation04"	737	"Control"	5.15895519372116
"observation05"	737	"Control"	4.09373953442906
"observation06"	737	"Control"	4.45782697491631
"observation07"	737	"Control"	4.56666112038667
"observation08"	737	"Treatment"	4.72022920877899
"observation09"	737	"Treatment"	5.45280638641981
"observation10"	737	"Treatment"	3.73906842174058
"observation11"	737	"Treatment"	4.90121407408709
"observation12"	737	"Treatment"	4.91335662840231
"observation13"	737	"Treatment"	4.1806078379908
"observation14"	737	"Treatment"	4.43381323976678
"observation01"	738	"Control"	6.47217715239783
"observation02"	738	"Control"	6.89821171267174
"observation03"	738	"Control"	6.74892533235688
"observation04"	738	"Control"	5.56746611211101
"observation05"	738	"Control"	5.96146701764893
"observation06"	738	"Control"	6.04313717323721
"observation07"	738	"Control"	6.16029040499523
"observation08"	738	"Treatment"	6.67133365255612
"observation09"	738	"Treatment"	6.22597832308245
"observation10"	738	"Treatment"	5.88056295556995
"observation11"	738	"Treatment"	6.16542507217169
"observation12"	738	"Treatment"	6.72070937641189
"observation13"	738	"Treatment"	6.22223052138271
"observation14"	738	"Treatment"	6.19606647429281
"observation01"	739	"Control"	8.36976190649831
"observation02"	739	"Control"	8.9478594989679
"observation03"	739	"Control"	8.74621339497632
"observation04"	739	"Control"	7.99414203350003
"observation05"	739	"Control"	8.80808735199204
"observation06"	739	"Control"	8.11229993469188
"observation07"	739	"Control"	8.05991035277035
"observation08"	739	"Treatment"	8.08913609594927
"observation09"	739	"Treatment"	8.13720321725337
"observation10"	739	"Treatment"	8.60292411264588
"observation11"	739	"Treatment"	8.56359656332706
"observation12"	739	"Treatment"	8.78934077353921
"observation13"	739	"Treatment"	8.42849117084618
"observation14"	739	"Treatment"	8.55768751154728
"observation01"	740	"Control"	10.4089204638042
"observation02"	740	"Control"	11.2386983015135
"observation03"	740	"Control"	11.1170581941393
"observation04"	740	"Control"	10.2501943605391
"observation05"	740	"Control"	11.1548777574187
"observation06"	740	"Control"	10.67656686241
"observation07"	740	"Control"	12.309643580842
"observation08"	740	"Treatment"	11.7296522587657
"observation09"	740	"Treatment"	10.9945969109185
"observation10"	740	"Treatment"	10.6520302318903
"observation11"	740	"Treatment"	11.461715691004
"observation12"	740	"Treatment"	10.711322289575
"observation13"	740	"Treatment"	11.5353893746623
"observation14"	740	"Treatment"	10.8728100123549
"observation01"	741	"Control"	6.566957966882
"observation02"	741	"Control"	5.87736179753252
"observation03"	741	"Control"	5.41088187821077
"observation04"	741	"Control"	5.36363994197934
"observation05"	741	"Control"	6.2586475109856
"observation06"	741	"Control"	6.05796986588481
"observation07"	741	"Control"	4.99708001232847
"observation08"	741	"Treatment"	5.90051116322844
"observation09"	741	"Treatment"	6.57980273035001
"observation10"	741	"Treatment"	6.27746549872545
"observation11"	741	"Treatment"	5.53824263008766
"observation12"	741	"Treatment"	5.96106324745974
"observation13"	741	"Treatment"	5.73408678476567
"observation14"	741	"Treatment"	5.87912713162016
"observation01"	742	"Control"	8.26562982633297
"observation02"	742	"Control"	7.8164045514029
"observation03"	742	"Control"	7.88311096545107
"observation04"	742	"Control"	7.55777580143685
"observation05"	742	"Control"	7.72004700481225
"observation06"	742	"Control"	7.68181139331541
"observation07"	742	"Control"	7.48166448543261
"observation08"	742	"Treatment"	7.79179917164977
"observation09"	742	"Treatment"	7.25101314095606
"observation10"	742	"Treatment"	8.11297846087923
"observation11"	742	"Treatment"	7.57795524847614
"observation12"	742	"Treatment"	8.31697493804749
"observation13"	742	"Treatment"	7.95152211274996
"observation14"	742	"Treatment"	7.36422433002323
"observation01"	743	"Control"	7.07736315172869
"observation02"	743	"Control"	8.31870479680755
"observation03"	743	"Control"	7.78489563006946
"observation04"	743	"Control"	8.37191922945805
"observation05"	743	"Control"	8.62584299924242
"observation06"	743	"Control"	7.92958365622656
"observation07"	743	"Control"	7.91536518036562
"observation08"	743	"Treatment"	8.17137100237321
"observation09"	743	"Treatment"	8.38710952715455
"observation10"	743	"Treatment"	7.59614608201482
"observation11"	743	"Treatment"	7.9905238603223
"observation12"	743	"Treatment"	8.775710404224
"observation13"	743	"Treatment"	8.54378305671325
"observation14"	743	"Treatment"	8.21277326631685
"observation01"	744	"Control"	7.3924526401669
"observation02"	744	"Control"	7.29016442677084
"observation03"	744	"Control"	7.1519456756803
"observation04"	744	"Control"	6.50949756316007
"observation05"	744	"Control"	6.83203360921988
"observation06"	744	"Control"	6.4251401244692
"observation07"	744	"Control"	6.7665240588852
"observation08"	744	"Treatment"	7.90276496451729
"observation09"	744	"Treatment"	6.15705478169551
"observation10"	744	"Treatment"	6.69569891965872
"observation11"	744	"Treatment"	7.33133366117249
"observation12"	744	"Treatment"	6.44254562291013
"observation13"	744	"Treatment"	7.35183076410242
"observation14"	744	"Treatment"	6.52911620528008
"observation01"	745	"Control"	7.12741658963442
"observation02"	745	"Control"	9.03590023988347
"observation03"	745	"Control"	7.44121587729373
"observation04"	745	"Control"	7.79554074967779
"observation05"	745	"Control"	8.12788158890009
"observation06"	745	"Control"	7.95492533953016
"observation07"	745	"Control"	7.66367505162346
"observation08"	745	"Treatment"	6.86217528575164
"observation09"	745	"Treatment"	7.73400872494456
"observation10"	745	"Treatment"	7.50446582467811
"observation11"	745	"Treatment"	8.41777038134957
"observation12"	745	"Treatment"	7.1223837648977
"observation13"	745	"Treatment"	7.79258922265038
"observation14"	745	"Treatment"	7.66502664637918
"observation01"	746	"Control"	11.2907009713407
"observation02"	746	"Control"	12.1688630237414
"observation03"	746	"Control"	10.5889779675515
"observation04"	746	"Control"	10.0561611615939
"observation05"	746	"Control"	11.4330349072815
"observation06"	746	"Control"	10.4207829408958
"observation07"	746	"Control"	10.7344392178798
"observation08"	746	"Treatment"	10.3324181121442
"observation09"	746	"Treatment"	11.2900435422363
"observation10"	746	"Treatment"	10.5702286930324
"observation11"	746	"Treatment"	11.2192224872999
"observation12"	746	"Treatment"	10.6293361085248
"observation13"	746	"Treatment"	11.2508651429714
"observation14"	746	"Treatment"	11.203135550141
"observation01"	747	"Control"	3.64960209027889
"observation02"	747	"Control"	4.07859510920744
"observation03"	747	"Control"	4.35721401921157
"observation04"	747	"Control"	5.14434897064163
"observation05"	747	"Control"	3.95455881101896
"observation06"	747	"Control"	4.17001683165513
"observation07"	747	"Control"	3.71180653022683
"observation08"	747	"Treatment"	4.30494911537323
